date,equity
2019-03-19,1.0
2019-03-20,1.0
2019-03-21,1.0
2019-03-22,1.0
2019-03-25,1.0
2019-03-26,1.0
2019-03-27,1.0
2019-03-28,1.0
2019-03-29,1.0
2019-04-01,1.0
2019-04-02,1.0
2019-04-03,1.0
2019-04-04,1.0
2019-04-05,1.0
2019-04-08,1.0
2019-04-09,1.0
2019-04-10,1.0
2019-04-11,1.0
2019-04-12,1.0
2019-04-15,1.0
2019-04-16,1.0
2019-04-17,1.0
2019-04-18,1.0
2019-04-19,1.0
2019-04-22,1.0
2019-04-23,1.0
2019-04-24,1.0
2019-04-25,1.0
2019-04-26,1.0
2019-04-29,1.0
2019-04-30,1.0
2019-05-01,1.0
2019-05-02,1.0
2019-05-03,1.0
2019-05-06,1.0
2019-05-07,1.0
2019-05-08,1.0
2019-05-09,1.0
2019-05-10,1.0
2019-05-13,1.0
2019-05-14,1.0
2019-05-15,1.0
2019-05-16,1.0
2019-05-17,1.0
2019-05-20,1.0
2019-05-21,1.0
2019-05-22,1.0
2019-05-23,1.0
2019-05-24,1.0
2019-05-27,1.0
2019-05-28,1.0
2019-05-29,1.0
2019-05-30,1.0
2019-05-31,1.0
2019-06-03,1.0
2019-06-04,1.0
2019-06-05,1.0
2019-06-06,1.0
2019-06-07,1.0
2019-06-10,1.0
2019-06-11,1.0
2019-06-12,1.0
2019-06-13,1.0
2019-06-14,1.0
2019-06-17,1.0
2019-06-18,1.0
2019-06-19,1.0
2019-06-20,1.0
2019-06-21,1.0
2019-06-24,1.0
2019-06-25,1.0
2019-06-26,1.0
2019-06-27,1.0
2019-06-28,1.0
2019-07-01,1.0
2019-07-02,1.0
2019-07-03,1.0
2019-07-04,1.0
2019-07-05,1.0
2019-07-08,1.0
2019-07-09,1.0
2019-07-10,1.0
2019-07-11,1.0
2019-07-12,1.0
2019-07-15,1.0
2019-07-16,1.0
2019-07-17,1.0
2019-07-18,1.0
2019-07-19,1.0
2019-07-22,1.0
2019-07-23,1.0
2019-07-24,1.0
2019-07-25,1.0
2019-07-26,1.0
2019-07-29,1.0
2019-07-30,1.0
2019-07-31,1.0
2019-08-01,1.0
2019-08-02,1.0
2019-08-05,1.0
2019-08-06,1.0
2019-08-07,1.0
2019-08-08,1.0
2019-08-09,1.0
2019-08-12,1.0
2019-08-13,1.0
2019-08-14,1.0
2019-08-15,1.0
2019-08-16,1.0
2019-08-19,1.0
2019-08-20,1.0
2019-08-21,1.0
2019-08-22,1.0
2019-08-23,1.0
2019-08-26,1.0
2019-08-27,1.0
2019-08-28,1.0
2019-08-29,1.0
2019-08-30,1.0
2019-09-02,1.0
2019-09-03,1.0
2019-09-04,1.0
2019-09-05,1.0
2019-09-06,1.0
2019-09-09,1.0
2019-09-10,1.0
2019-09-11,1.0
2019-09-12,1.0
2019-09-13,1.0
2019-09-16,1.0
2019-09-17,1.0
2019-09-18,1.0
2019-09-19,1.0
2019-09-20,1.0
2019-09-23,1.0
2019-09-24,1.0
2019-09-25,1.0
2019-09-26,1.0
2019-09-27,1.0
2019-09-30,1.0
2019-10-01,1.0
2019-10-02,1.0
2019-10-03,1.0
2019-10-04,1.0
2019-10-07,1.0
2019-10-08,1.0
2019-10-09,1.0
2019-10-10,1.0
2019-10-11,1.0
2019-10-14,1.0
2019-10-15,1.0
2019-10-16,1.0
2019-10-17,1.0
2019-10-18,1.0
2019-10-21,1.0
2019-10-22,1.0
2019-10-23,1.0
2019-10-24,1.0
2019-10-25,1.0
2019-10-28,1.0
2019-10-29,1.0
2019-10-30,1.0
2019-10-31,1.001246311859829
2019-11-01,0.9986036958852006
2019-11-04,1.0057677897798376
2019-11-05,1.007105201598819
2019-11-06,1.0041628946505579
2019-11-07,0.9980719028918992
2019-11-08,1.0015626963370237
2019-11-11,1.0017488409827262
2019-11-12,0.9950750005255444
2019-11-13,0.9905520419331824
2019-11-14,0.9921127597741651
2019-11-15,0.9971035610099576
2019-11-18,1.00173635466936
2019-11-19,1.0007393724529923
2019-11-20,1.0046963831571045
2019-11-21,1.0038014703662084
2019-11-22,0.9996372665088943
2019-11-25,1.002532010361469
2019-11-26,1.0073526093455025
2019-11-27,1.0153767174038397
2019-11-28,1.0115213285427325
2019-11-29,1.009432087023647
2019-12-02,1.0095093737207574
2019-12-03,1.016566012426237
2019-12-04,1.0155081125325987
2019-12-05,1.012190064963051
2019-12-06,1.0061451486031638
2019-12-09,1.0093235062385684
2019-12-10,1.006190907122944
2019-12-11,1.0075828883732059
2019-12-12,1.0149045555123741
2019-12-13,1.025137334333166
2019-12-16,1.0320968374578312
2019-12-17,1.0280506031394114
2019-12-18,1.0287133452152657
2019-12-19,1.0332538932745918
2019-12-20,1.0395455926535233
2019-12-23,1.0416445960640268
2019-12-24,1.0498692706956907
2019-12-25,1.0555722314469616
2019-12-26,1.0592059169766768
2019-12-27,1.0573043990085516
2019-12-30,1.0549908873445126
2019-12-31,1.0549248701680505
2020-01-01,1.053122614997218
2020-01-02,1.0597227997426937
2020-01-03,1.0662214581174203
2020-01-06,1.0704804460393427
2020-01-07,1.0675891004122966
2020-01-08,1.0689297814089953
2020-01-09,1.067022596770404
2020-01-10,1.067535402497365
2020-01-13,1.0717728103710713
2020-01-14,1.0769473188048064
2020-01-15,1.07730503704367
2020-01-16,1.0826439883814232
2020-01-17,1.0799360261683495
2020-01-20,1.0719033705740142
2020-01-21,1.070097098150614
2020-01-22,1.074114456267339
2020-01-23,1.0644179379843652
2020-01-24,1.0680840652911625
2020-01-27,1.0655263703272067
2020-01-28,1.0645694045870606
2020-01-29,1.0668102110402227
2020-01-30,1.0656460147437703
2020-01-31,1.06596294762017
2020-02-03,1.0673553368656108
2020-02-04,1.0642522628325655
2020-02-05,1.0647763323706108
2020-02-06,1.0603755817043714
2020-02-07,1.0654827986912485
2020-02-10,1.0588473592429928
2020-02-11,1.0499451383788772
2020-02-12,1.043703143951327
2020-02-13,1.0463174764359866
2020-02-14,1.05252836941555
2020-02-17,1.054950321900846
2020-02-18,1.0475724877786337
2020-02-19,1.0456069292635666
2020-02-20,1.0551394434075716
2020-02-21,1.0595889972859758
2020-02-24,1.0605464865201952
2020-02-25,1.0572087744023277
2020-02-26,1.0475293974722375
2020-02-27,1.0526147610973753
2020-02-28,1.055079250216263
2020-03-02,1.0515497981231292
2020-03-03,1.0593694266940914
2020-03-04,1.0569730306550162
2020-03-05,1.0550136154948533
2020-03-06,1.0541604344497677
2020-03-09,1.0475448986982352
2020-03-10,1.0482241236216276
2020-03-11,1.041712689692026
2020-03-12,1.0428393669033893
2020-03-13,1.0432094695733907
2020-03-16,1.043250082514287
2020-03-17,1.043574168880475
2020-03-18,1.04555176641125
2020-03-19,1.0470871402243653
2020-03-20,1.0459654853506661
2020-03-23,1.0450378430041853
2020-03-24,1.037712972010417
2020-03-25,1.0444972817813631
2020-03-26,1.042481685189894
2020-03-27,1.0401003230500299
2020-03-30,1.042971801148183
2020-03-31,1.0395834956721237
2020-04-01,1.0422098693766506
2020-04-02,1.0386044733136273
2020-04-03,1.0425741865914842
2020-04-06,1.0465996125816488
2020-04-07,1.0472791268750505
2020-04-08,1.0484779774558204
2020-04-09,1.052525351653436
2020-04-10,1.0470695474902216
2020-04-13,1.0466278821591122
2020-04-14,1.0488825636820112
2020-04-15,1.0492655301737608
2020-04-16,1.0489060737817972
2020-04-17,1.0538471537189702
2020-04-20,1.0500676701564045
2020-04-21,1.047494073285532
2020-04-22,1.055437536308356
2020-04-23,1.0614962859454569
2020-04-24,1.0644906319654504
2020-04-27,1.0673491184522854
2020-04-28,1.0791609302556027
2020-04-29,1.0798749820253117
2020-04-30,1.0751479122797238
2020-05-01,1.0737842533980486
2020-05-04,1.0678886935396101
2020-05-05,1.0708605962065973
2020-05-06,1.0714499032446385
2020-05-07,1.0664589646138056
2020-05-08,1.0659907785519334
2020-05-11,1.0581732446342889
2020-05-12,1.0532525866150642
2020-05-13,1.048018720111031
2020-05-14,1.0441715535552052
2020-05-15,1.0452770519742969
2020-05-18,1.0505996097971617
2020-05-19,1.0465817011176508
2020-05-20,1.0444118063999626
2020-05-21,1.046683322391083
2020-05-22,1.0458982998777302
2020-05-25,1.046520890784855
2020-05-26,1.0481099121454567
2020-05-27,1.0426893540821707
2020-05-28,1.035123880368247
2020-05-29,1.0350610531156301
2020-06-01,1.0294512676484042
2020-06-02,1.0307571836985978
2020-06-03,1.03070350512354
2020-06-04,1.032678890638444
2020-06-05,1.0252868881260053
2020-06-08,1.0339249592989654
2020-06-09,1.0302560895604886
2020-06-10,1.0387989461765998
2020-06-11,1.0355805993824145
2020-06-12,1.0348153045921828
2020-06-15,1.0436584574245173
2020-06-16,1.0436183350049903
2020-06-17,1.0409329276437844
2020-06-18,1.0438402807258267
2020-06-19,1.0539907536577606
2020-06-22,1.0563520310282664
2020-06-23,1.0596830788153118
2020-06-24,1.0569160096314076
2020-06-25,1.0599382678260512
2020-06-26,1.0639087475188223
2020-06-29,1.0592723869640948
2020-06-30,1.0573246967097232
2020-07-01,1.0561411183927645
2020-07-02,1.0544352063262301
2020-07-03,1.0518148403494143
2020-07-06,1.0548449800710342
2020-07-07,1.0572242169880137
2020-07-08,1.0522466480519015
2020-07-09,1.0524304291113924
2020-07-10,1.0520833712163782
2020-07-13,1.0496360541251666
2020-07-14,1.049842300550413
2020-07-15,1.0492084147752287
2020-07-16,1.0354749495261304
2020-07-17,1.0340947422291638
2020-07-20,1.0346368497140308
2020-07-21,1.0301545839353552
2020-07-22,1.03454393154998
2020-07-23,1.0251807378647717
2020-07-24,1.0311199834418194
2020-07-27,1.031226990583755
2020-07-28,1.0273104517199245
2020-07-29,1.0252286220644447
2020-07-30,1.0285212264744374
2020-07-31,1.0359760972009866
2020-08-03,1.0421855233818917
2020-08-04,1.0431916384451885
2020-08-05,1.042469189299829
2020-08-06,1.04689919226324
2020-08-07,1.0525964277024384
2020-08-10,1.049040639153465
2020-08-11,1.0433973433170514
2020-08-12,1.046982791752318
2020-08-13,1.0492524323384178
2020-08-14,1.0466572636046696
2020-08-17,1.0419680067136445
2020-08-18,1.03721590428711
2020-08-19,1.0475332401356237
2020-08-20,1.0495060240266667
2020-08-21,1.048668247114753
2020-08-24,1.0486942308174043
2020-08-25,1.0540519793060115
2020-08-26,1.0619452431668213
2020-08-27,1.0602491229146018
2020-08-28,1.0615550336479471
2020-08-31,1.0704411214403138
2020-09-01,1.0756914445862842
2020-09-02,1.0773477402803087
2020-09-03,1.076255724692174
2020-09-04,1.0666602115696826
2020-09-07,1.0685242535708235
2020-09-08,1.0672053022191725
2020-09-09,1.0676000065447442
2020-09-10,1.0612824431665397
2020-09-11,1.062660728119936
2020-09-14,1.0647815905741773
2020-09-15,1.064017864255903
2020-09-16,1.0640447401700543
2020-09-17,1.0655543136871455
2020-09-18,1.0663592666139698
2020-09-21,1.0664299695810933
2020-09-22,1.0665117451544466
2020-09-23,1.0646517571655316
2020-09-24,1.0615744611727704
2020-09-25,1.0618612677015318
2020-09-28,1.0675845527058918
2020-09-29,1.067849070280859
2020-09-30,1.0703710643313884
2020-10-01,1.0683012234143738
2020-10-02,1.069190315194241
2020-10-05,1.0776453451452503
2020-10-06,1.0718185145244548
2020-10-07,1.064870388175583
2020-10-08,1.060751058906953
2020-10-09,1.0667580924013234
2020-10-12,1.0666447298909498
2020-10-13,1.0619022781777898
2020-10-14,1.0587390471553533
2020-10-15,1.052431671194343
2020-10-16,1.0482966706576546
2020-10-19,1.0523087351811973
2020-10-20,1.0570529519186875
2020-10-21,1.0494695671437937
2020-10-22,1.0510750120167018
2020-10-23,1.0497246291883144
2020-10-26,1.051602444551288
2020-10-27,1.0541250108559936
2020-10-28,1.0439527006188503
2020-10-29,1.0429063428107554
2020-10-30,1.037694165987186
2020-11-02,1.0429364308525633
2020-11-03,1.0437699695476763
2020-11-04,1.0385456309516137
2020-11-05,1.0287647757853213
2020-11-06,1.0325657257091976
2020-11-09,1.028902064022011
2020-11-10,1.0286416978359143
2020-11-11,1.0282365530978816
2020-11-12,1.034555589720044
2020-11-13,1.0266413046966059
2020-11-16,1.0211760463992101
2020-11-17,1.0241009977718547
2020-11-18,1.019373546244104
2020-11-19,1.0126238361966389
2020-11-20,1.0158342403805753
2020-11-23,1.0098180142325472
2020-11-24,1.0076318247906912
2020-11-25,1.013823861619085
2020-11-26,1.018591124166515
2020-11-27,1.0164798661582755
2020-11-30,1.009981282059037
2020-12-01,1.012793570922395
2020-12-02,1.015300888953079
2020-12-03,1.0140468271548615
2020-12-04,1.0191849695252526
2020-12-07,1.0127983592239107
2020-12-08,1.0133422314614688
2020-12-09,1.018635378871641
2020-12-10,1.0225050530193882
2020-12-11,1.019445914109575
2020-12-14,1.0224559845211265
2020-12-15,1.026357710558818
2020-12-16,1.029325414327929
2020-12-17,1.0252086335253627
2020-12-18,1.0276817076909754
2020-12-21,1.0298505809136858
2020-12-22,1.0285025112722257
2020-12-23,1.0292279399412783
2020-12-24,1.034687792830499
2020-12-25,1.0305205402041369
2020-12-28,1.0322802677807599
2020-12-29,1.035463923651143
2020-12-30,1.037056989635418
2020-12-31,1.0377674637171466
2021-01-01,1.0388260177110193
2021-01-04,1.0340428754340572
2021-01-05,1.0366895363438775
2021-01-06,1.0290431743737305
2021-01-07,1.0288637698702494
2021-01-08,1.030862719992332
2021-01-11,1.0365255907248099
2021-01-12,1.0442060829767748
2021-01-13,1.044715513060177
2021-01-14,1.0422531108584443
2021-01-15,1.0451296169215714
2021-01-18,1.046964549498103
2021-01-19,1.050468669588543
2021-01-20,1.04946601064786
2021-01-21,1.0474511319587625
2021-01-22,1.0434644873813765
2021-01-25,1.0448810373396973
2021-01-26,1.0451778712839987
2021-01-27,1.0397964298594475
2021-01-28,1.0348702021282472
2021-01-29,1.0350235796790297
2021-02-01,1.0306310012232838
2021-02-02,1.0270796673367644
2021-02-03,1.024742769798361
2021-02-04,1.0251995153114308
2021-02-05,1.024519866082109
2021-02-08,1.0233777369969208
2021-02-09,1.0282796889221604
2021-02-10,1.0279663303702158
2021-02-11,1.0251869099203674
2021-02-12,1.0164719409292904
2021-02-15,1.0173046129734922
2021-02-16,1.0220415201792141
2021-02-17,1.0235110218426626
2021-02-18,1.0249910717244846
2021-02-19,1.0319567696701357
2021-02-22,1.0269689691723247
2021-02-23,1.0198592116148035
2021-02-24,1.0203300869838614
2021-02-25,1.020263242046879
2021-02-26,1.0196051032754911
2021-03-01,1.0244627601845366
2021-03-02,1.0193244351767834
2021-03-03,1.0228071908121392
2021-03-04,1.0221399905141544
2021-03-05,1.021635111182447
2021-03-08,1.0220829547260442
2021-03-09,1.0158302313087322
2021-03-10,1.0068259163876379
2021-03-11,1.0022618497908136
2021-03-12,1.0032948038554268
2021-03-15,1.008468143066634
2021-03-16,1.012021904068918
2021-03-17,1.0134732329525036
2021-03-18,1.0172126416314937
2021-03-19,1.013698555608336
2021-03-22,1.0122808791851883
2021-03-23,1.0177586367356728
2021-03-24,1.012910498771827
2021-03-25,1.0090931207388234
2021-03-26,1.000588029181437
2021-03-29,0.9953794459310951
2021-03-30,1.0056568444938874
2021-03-31,1.0048780354303155
2021-04-01,0.9949779736584966
2021-04-02,1.0056181329460452
2021-04-05,1.0021158841796636
2021-04-06,0.9982427201463111
2021-04-07,1.0037699597172365
2021-04-08,1.0042536454331399
2021-04-09,1.0061399481492619
2021-04-12,1.0066242788558195
2021-04-13,1.006442902355321
2021-04-14,1.0065673327627547
2021-04-15,1.0034720685921454
2021-04-16,1.0042164843642096
2021-04-19,0.9984995289457371
2021-04-20,1.0020715400420879
2021-04-21,1.0038843710129504
2021-04-22,1.0015547604892105
2021-04-23,1.0051224284631266
2021-04-26,1.0048813042236309
2021-04-27,1.0058757408165078
2021-04-28,1.0156448468265364
2021-04-29,1.0170546089415626
2021-04-30,1.0212706759042252
2021-05-03,1.0255504617963995
2021-05-04,1.0264006211246706
2021-05-05,1.0275613230692373
2021-05-06,1.0317979451103214
2021-05-07,1.0245867545446639
2021-05-10,1.0283639274119454
2021-05-11,1.0250718362811673
2021-05-12,1.0135745629959918
2021-05-13,1.0226490811683446
2021-05-14,1.0274449057014758
2021-05-17,1.0257428669202724
2021-05-18,1.020141726817349
2021-05-19,1.0195550197869563
2021-05-20,1.0197942470359997
2021-05-21,1.0281043138847727
2021-05-24,1.0318983133007151
2021-05-25,1.0380687705943
2021-05-26,1.0339182290390385
2021-05-27,1.0323948311208964
2021-05-28,1.0264289054023288
2021-05-31,1.0231868197553455
2021-06-01,1.027316405349884
2021-06-02,1.0296092996424233
2021-06-03,1.04342532467378
2021-06-04,1.0355400172617533
2021-06-07,1.0403042045233284
2021-06-08,1.0365625428181264
2021-06-09,1.0391120049137144
2021-06-10,1.0413262366169196
2021-06-11,1.0435901605111684
2021-06-14,1.0425373310554003
2021-06-15,1.0366165701083045
2021-06-16,1.0335989017353306
2021-06-17,1.0394450897239191
2021-06-18,1.0395151401890024
2021-06-21,1.0445341220395536
2021-06-22,1.0386271629922563
2021-06-23,1.0431673735190448
2021-06-24,1.0356468879595628
2021-06-25,1.0286113763974571
2021-06-28,1.0292386024344198
2021-06-29,1.0294576842916467
2021-06-30,1.0286292592688302
2021-07-01,1.0282358252356898
2021-07-02,1.027030522273558
2021-07-05,1.035151898537
2021-07-06,1.0297762920904874
2021-07-07,1.0260831599440987
2021-07-08,1.030686430821902
2021-07-09,1.029348592862877
2021-07-12,1.0254808008766616
2021-07-13,1.0164320382105398
2021-07-14,1.0112176454525608
2021-07-15,1.002751591098633
2021-07-16,1.009342027999445
2021-07-19,1.0139782827350587
2021-07-20,1.0063189497747678
2021-07-21,1.0131843326481904
2021-07-22,1.014455525334085
2021-07-23,1.0158377753471164
2021-07-26,1.0115661385335013
2021-07-27,1.0140057624517556
2021-07-28,1.0086823379224834
2021-07-29,1.0133088793333664
2021-07-30,1.0160538627216984
2021-08-02,1.0134479980212847
2021-08-03,1.0228479765327436
2021-08-04,1.0329215580441142
2021-08-05,1.03266201134007
2021-08-06,1.0355849602592753
2021-08-09,1.0343067849283527
2021-08-10,1.0301899366979355
2021-08-11,1.0281833289125584
2021-08-12,1.0261509951410224
2021-08-13,1.0252250319376726
2021-08-16,1.0259994117099998
2021-08-17,1.0180365014880286
2021-08-18,1.0209930877881463
2021-08-19,1.0306507607095308
2021-08-20,1.0308419696791113
2021-08-23,1.0258205584134026
2021-08-24,1.018133291664825
2021-08-25,1.0223764887293765
2021-08-26,1.0155821964259897
2021-08-27,1.0254504082445322
2021-08-30,1.0235095613143401
2021-08-31,1.0162798638167225
2021-09-01,1.0123882386322052
2021-09-02,1.0123428654079378
2021-09-03,1.0099070840036493
2021-09-06,1.0143196076521335
2021-09-07,1.0138253390559955
2021-09-08,1.005296184264711
2021-09-09,1.002309593567151
2021-09-10,1.0055909724453833
2021-09-13,1.0061656736623625
2021-09-14,1.0121688661055375
2021-09-15,1.0146433840323619
2021-09-16,1.0183425937570822
2021-09-17,1.015083533040271
2021-09-20,1.008203646201442
2021-09-21,1.0038332204674685
2021-09-22,1.0044942807746204
2021-09-23,0.9996778036501394
2021-09-24,0.9983366812434663
2021-09-27,0.9999764698491307
2021-09-28,1.0083759609039027
2021-09-29,1.0135366054463752
2021-09-30,1.0102279221931814
2021-10-01,1.001666075181806
2021-10-04,0.9952632760625783
2021-10-05,0.9880491659247992
2021-10-06,0.9910169320620529
2021-10-07,0.9967401622563508
2021-10-08,0.9895605978840919
2021-10-11,0.9916815911010016
2021-10-12,0.9904704742373353
2021-10-13,0.9887771379252969
2021-10-14,0.9913036702639318
2021-10-15,0.9901659792222341
2021-10-18,0.9844682400002351
2021-10-19,0.9919034634817602
2021-10-20,0.9884087591364826
2021-10-21,0.9842122939834456
2021-10-22,0.9829721696802426
2021-10-25,0.9862270793104859
2021-10-26,0.9915602757945227
2021-10-27,0.9890674396369155
2021-10-28,0.9994726644006668
2021-10-29,0.995233094331103
2021-11-01,0.9954189260884211
2021-11-02,0.9873260340010578
2021-11-03,0.9867020485506518
2021-11-04,0.9827647327065104
2021-11-05,0.9745105407337935
2021-11-08,0.9724621015094264
2021-11-09,0.9746862612767981
2021-11-10,0.9703977220783958
2021-11-11,0.9760212393646451
2021-11-12,0.9760502848135212
2021-11-15,0.972433902718956
2021-11-16,0.9678161340378048
2021-11-17,0.9663260088541421
2021-11-18,0.9734458300033426
2021-11-19,0.9783220631794132
2021-11-22,0.9845499597015851
2021-11-23,0.9897601519838785
2021-11-24,0.9949636775015654
2021-11-25,0.9915878379291326
2021-11-26,0.9955930046067614
2021-11-29,1.0001812505060996
2021-11-30,1.0079826438107695
2021-12-01,1.0032081736235514
2021-12-02,1.0047116744414792
2021-12-03,1.0012052676248688
2021-12-06,1.0047528119137827
2021-12-07,1.0071456370547092
2021-12-08,1.0045979369235447
2021-12-09,1.002802917721077
2021-12-10,0.9985232355307369
2021-12-13,1.0048805453938765
2021-12-14,0.9996603477343343
2021-12-15,0.9994127782591338
2021-12-16,1.0000251588029154
2021-12-17,0.9947875872619001
2021-12-20,0.9948026178276477
2021-12-21,1.0003984854134116
2021-12-22,1.0058734890958307
2021-12-23,1.0116645368231931
2021-12-24,1.017644592161214
2021-12-27,1.0164844720142299
2021-12-28,1.014911294455853
2021-12-29,1.0113116917147014
2021-12-30,1.0119491137782681
2021-12-31,1.0202682088617125
2022-01-03,1.0234273188782073
2022-01-04,1.0219694388748002
2022-01-05,1.0164481773201703
2022-01-06,1.01658229533781
2022-01-07,1.0122629191458516
2022-01-10,1.016111602031387
2022-01-11,1.0238396364410818
2022-01-12,1.0274723221151387
2022-01-13,1.0339977108414262
2022-01-14,1.0349629707452324
2022-01-17,1.0297593493539523
2022-01-18,1.0291010486998085
2022-01-19,1.0313323194777309
2022-01-20,1.0284853570224197
2022-01-21,1.0320550730319014
2022-01-24,1.0268849165071923
2022-01-25,1.0265713468092093
2022-01-26,1.0223932612212314
2022-01-27,1.020305747923618
2022-01-28,1.0119203679508175
2022-01-31,1.0204604728200286
2022-02-01,1.0214024408704898
2022-02-02,1.0136468780749734
2022-02-03,1.0167424095514535
2022-02-04,1.0218415193728616
2022-02-07,1.0242711471601187
2022-02-08,1.0327736468359707
2022-02-09,1.0328709624287395
2022-02-10,1.0313384045112317
2022-02-11,1.0361366594700065
2022-02-14,1.037305877803017
2022-02-15,1.0399923954978079
2022-02-16,1.0416144754821848
2022-02-17,1.043508312373501
2022-02-18,1.047818832632343
2022-02-21,1.0606533920082504
2022-02-22,1.0628790519004627
2022-02-23,1.079908748449067
2022-02-24,1.0779750765774483
2022-02-25,1.0777022687529505
2022-02-28,1.085525289695442
2022-03-01,1.0817371961742615
2022-03-02,1.0979508073312734
2022-03-03,1.1011463368292547
2022-03-04,1.1082590746085292
2022-03-07,1.1121892693918998
2022-03-08,1.1122404499008864
2022-03-09,1.115079590656437
2022-03-10,1.12790837798187
2022-03-11,1.1288242819904408
2022-03-14,1.1307721261860872
2022-03-15,1.1299182652591793
2022-03-16,1.1333747300174555
2022-03-17,1.131214415829771
2022-03-18,1.1318935163388513
2022-03-21,1.1370686359148887
2022-03-22,1.1418409437567552
2022-03-23,1.1463005373662578
2022-03-24,1.142683768794235
2022-03-25,1.1484884752545115
2022-03-28,1.1497845243072224
2022-03-29,1.1516819747715126
2022-03-30,1.1486502645323489
2022-03-31,1.1475031999329528
2022-04-01,1.1489560916946862
2022-04-04,1.147709636603051
2022-04-05,1.1471006325218203
2022-04-06,1.152544750408622
2022-04-07,1.157029982312911
2022-04-08,1.1499328541214087
2022-04-11,1.1507397890086517
2022-04-12,1.153820114184681
2022-04-13,1.147602699650677
2022-04-14,1.1582530916734652
2022-04-15,1.1605522393726413
2022-04-18,1.1540380174810176
2022-04-19,1.1539073086870326
2022-04-20,1.1575953268499684
2022-04-21,1.1530444182287936
2022-04-22,1.1533739354167978
2022-04-25,1.1483428849905348
2022-04-26,1.1442342911570946
2022-04-27,1.1339123986542834
2022-04-28,1.1392533475021387
2022-04-29,1.142404127914154
2022-05-02,1.1376721434797896
2022-05-03,1.1362869375132088
2022-05-04,1.1341226848039236
2022-05-05,1.1385325194278544
2022-05-06,1.1368156111435859
2022-05-09,1.1364798191419345
2022-05-10,1.1386275321899075
2022-05-11,1.1382858116039378
2022-05-12,1.1336220234440106
2022-05-13,1.1300665460410697
2022-05-16,1.1319093774035085
2022-05-17,1.1345976552102588
2022-05-18,1.1306902662340133
2022-05-19,1.1263399422561062
2022-05-20,1.125973316589278
2022-05-23,1.122364671708075
2022-05-24,1.127458810504062
2022-05-25,1.1353840662663441
2022-05-26,1.1339999617627232
2022-05-27,1.1278236627093339
2022-05-30,1.1269994771018397
2022-05-31,1.1214267098078576
2022-06-01,1.128032542120531
2022-06-02,1.1276139085602535
2022-06-03,1.125530412021281
2022-06-06,1.1247353258925146
2022-06-07,1.1205818174811684
2022-06-08,1.1222279005082354
2022-06-09,1.124782115854616
2022-06-10,1.1334740844022562
2022-06-13,1.1331130344233125
2022-06-14,1.135604380365805
2022-06-15,1.1352106122115915
2022-06-16,1.1199274574257172
2022-06-17,1.1186217819278759
2022-06-20,1.1258481261619138
2022-06-21,1.1244113391004646
2022-06-22,1.1238467815333857
2022-06-23,1.115282534811043
2022-06-24,1.125419244260307
2022-06-27,1.1255392549903809
2022-06-28,1.118832312166391
2022-06-29,1.1107817437584309
2022-06-30,1.1184616790474748
2022-07-01,1.12341435464206
2022-07-04,1.1258654193220787
