date,equity
2019-03-19,1.0
2019-03-20,1.0
2019-03-21,1.0
2019-03-22,1.0
2019-03-25,1.0
2019-03-26,1.0
2019-03-27,1.0
2019-03-28,1.0
2019-03-29,1.0
2019-04-01,1.0
2019-04-02,1.0
2019-04-03,1.0
2019-04-04,1.0
2019-04-05,1.0
2019-04-08,1.0
2019-04-09,1.0
2019-04-10,1.0
2019-04-11,1.0
2019-04-12,1.0
2019-04-15,1.0
2019-04-16,1.0
2019-04-17,1.0
2019-04-18,1.0
2019-04-19,1.0
2019-04-22,1.0
2019-04-23,1.0
2019-04-24,1.0
2019-04-25,1.0
2019-04-26,1.0
2019-04-29,1.0
2019-04-30,1.0
2019-05-01,1.0
2019-05-02,1.0
2019-05-03,1.0
2019-05-06,1.0
2019-05-07,1.0
2019-05-08,1.0
2019-05-09,1.0
2019-05-10,1.0
2019-05-13,1.0
2019-05-14,1.0
2019-05-15,1.0
2019-05-16,1.0
2019-05-17,1.0
2019-05-20,1.0
2019-05-21,1.0
2019-05-22,1.0
2019-05-23,1.0
2019-05-24,1.0
2019-05-27,1.0
2019-05-28,1.0
2019-05-29,1.0
2019-05-30,1.0
2019-05-31,1.0
2019-06-03,1.0
2019-06-04,1.0
2019-06-05,1.0
2019-06-06,1.0
2019-06-07,1.0
2019-06-10,1.0
2019-06-11,1.0
2019-06-12,1.0
2019-06-13,1.0
2019-06-14,1.0
2019-06-17,1.0
2019-06-18,1.0
2019-06-19,1.0
2019-06-20,1.0
2019-06-21,1.0
2019-06-24,1.0
2019-06-25,1.0
2019-06-26,1.0
2019-06-27,1.0
2019-06-28,1.0
2019-07-01,1.0
2019-07-02,1.0
2019-07-03,1.0
2019-07-04,1.0
2019-07-05,1.0
2019-07-08,1.0
2019-07-09,1.0
2019-07-10,1.0
2019-07-11,1.0
2019-07-12,1.0
2019-07-15,1.0
2019-07-16,1.0
2019-07-17,1.0
2019-07-18,1.0
2019-07-19,1.0
2019-07-22,1.0
2019-07-23,1.0
2019-07-24,1.0
2019-07-25,1.0
2019-07-26,1.0
2019-07-29,1.0
2019-07-30,1.0
2019-07-31,1.0
2019-08-01,1.0
2019-08-02,1.0
2019-08-05,1.0
2019-08-06,1.0
2019-08-07,1.0
2019-08-08,1.0
2019-08-09,1.0
2019-08-12,1.0
2019-08-13,1.0
2019-08-14,1.0
2019-08-15,1.0
2019-08-16,1.0
2019-08-19,1.0
2019-08-20,1.0
2019-08-21,1.0
2019-08-22,1.0
2019-08-23,1.0
2019-08-26,1.0
2019-08-27,1.0
2019-08-28,1.0
2019-08-29,1.0
2019-08-30,1.0
2019-09-02,1.0
2019-09-03,1.0
2019-09-04,1.0
2019-09-05,1.0
2019-09-06,1.0
2019-09-09,1.0
2019-09-10,1.0
2019-09-11,1.0
2019-09-12,1.0
2019-09-13,1.0
2019-09-16,1.0
2019-09-17,1.0
2019-09-18,1.0
2019-09-19,1.0
2019-09-20,1.0
2019-09-23,1.0
2019-09-24,1.0
2019-09-25,1.0
2019-09-26,1.0
2019-09-27,1.0
2019-09-30,1.0
2019-10-01,1.0
2019-10-02,1.0
2019-10-03,1.0
2019-10-04,1.0
2019-10-07,1.0
2019-10-08,1.0
2019-10-09,1.0
2019-10-10,1.0
2019-10-11,1.0
2019-10-14,1.0
2019-10-15,1.0
2019-10-16,1.0
2019-10-17,1.0
2019-10-18,1.0
2019-10-21,1.0
2019-10-22,1.0
2019-10-23,1.0
2019-10-24,1.0
2019-10-25,1.0
2019-10-28,1.0
2019-10-29,1.0
2019-10-30,1.0
2019-10-31,1.0
2019-11-01,0.9973606734493536
2019-11-04,1.004515849762892
2019-11-05,1.005851596824469
2019-11-06,1.002912952343676
2019-11-07,0.9968295424109646
2019-11-08,1.0003159906542947
2019-11-11,1.0005019035944949
2019-11-12,0.9938363704702978
2019-11-13,0.9893190418781349
2019-11-14,0.9908778169991975
2019-11-15,0.995862405882748
2019-11-18,1.0004894328235983
2019-11-19,0.9994936916113127
2019-11-20,1.0034457767848022
2019-11-21,1.0025519779459993
2019-11-22,0.9983929575251609
2019-11-25,1.0012840981149302
2019-11-26,1.0060986966077619
2019-11-27,1.0141128165733397
2019-11-28,1.010262226747999
2019-11-29,1.0081755858342316
2019-12-02,1.0082527763279143
2019-12-03,1.0153006312082702
2019-12-04,1.0142440481466324
2019-12-05,1.0109301307516367
2019-12-06,1.0048927388648605
2019-12-09,1.0080671402062253
2019-12-10,1.0049384404262425
2019-12-11,1.006328688993227
2019-12-12,1.0136412424103458
2019-12-13,1.0238612838722558
2019-12-16,1.0308121240823316
2019-12-17,1.0267709263565654
2019-12-18,1.027432843477262
2019-12-19,1.0319677396417153
2019-12-20,1.0382516073617816
2019-12-23,1.0403479980157504
2019-12-24,1.048562434897307
2019-12-25,1.0542582968283014
2019-12-26,1.0578874592897998
2019-12-27,1.0559883082561314
2019-12-30,1.0536776763600282
2019-12-31,1.0536117413591397
2020-01-01,1.0518117295643548
2020-01-02,1.0584036986605663
2020-01-03,1.0648942677620445
2020-01-06,1.0691479542640316
2020-01-07,1.0662602076698142
2020-01-08,1.067599219839765
2020-01-09,1.065694409189278
2020-01-10,1.0662065765959259
2020-01-13,1.0704387099116883
2020-01-14,1.075606777321718
2020-01-15,1.0759640502870478
2020-01-16,1.0812963559090638
2020-01-17,1.0785917644603886
2020-01-20,1.0705691075984478
2020-01-21,1.0687650835516125
2020-01-22,1.0727774410196393
2020-01-23,1.0630929925796122
2020-01-24,1.0667545564359497
2020-01-27,1.0642000451896563
2020-01-28,1.0632442706426635
2020-01-29,1.0654822878284644
2020-01-30,1.0643195406775763
2020-01-31,1.0646360790484504
2020-02-03,1.066026735102758
2020-02-04,1.0629275236536977
2020-02-05,1.0634509408506827
2020-02-06,1.0590556680650434
2020-02-07,1.0641565277899498
2020-02-10,1.0575293478746197
2020-02-11,1.0486382081433985
2020-02-12,1.0424039835039531
2020-02-13,1.0450150617708018
2020-02-14,1.0512182236761143
2020-02-17,1.0536371614106237
2020-02-18,1.0462685109249026
2020-02-19,1.0443053990594358
2020-02-20,1.053826047506368
2020-02-21,1.0582700627558617
2020-02-24,1.0592263601453031
2020-02-25,1.0558928026796404
2020-02-26,1.0462254742556178
2020-02-27,1.0513045078209868
2020-02-28,1.0537659292411665
2020-03-02,1.0502408704705852
2020-03-03,1.058050765476777
2020-03-04,1.0556573523768338
2020-03-05,1.0537003762192654
2020-03-06,1.0528482571802442
2020-03-09,1.046240956186302
2020-03-10,1.0469193356373392
2020-03-11,1.0404160068834916
2020-03-12,1.0415412816515661
2020-03-13,1.041910923632383
2020-03-16,1.0419514860198946
2020-03-17,1.0422751689761753
2020-03-18,1.0442503048716592
2020-03-19,1.0457837675120993
2020-03-20,1.0446635088300815
2020-03-23,1.0437370211761516
2020-03-24,1.0364212678924645
2020-03-25,1.0431971328225877
2020-03-26,1.0411840451661398
2020-03-27,1.038805647251804
2020-03-30,1.0416735510474435
2020-03-31,1.0400714963892426
2020-04-01,1.0395790205607987
2020-04-02,1.0386092218174305
2020-04-03,1.0411594137585742
2020-04-06,1.0435246598211785
2020-04-07,1.0409807918007616
2020-04-08,1.0399709842526657
2020-04-09,1.048083603355353
2020-04-10,1.0400188630630776
2020-04-13,1.0420815956100853
2020-04-14,1.0436589435333843
2020-04-15,1.0420165413008002
2020-04-16,1.0427020152807585
2020-04-17,1.0502081333175517
2020-04-20,1.0484907545272724
2020-04-21,1.0472717995818486
2020-04-22,1.0583042453406384
2020-04-23,1.063346984432921
2020-04-24,1.0681919612032615
2020-04-27,1.068732661101427
2020-04-28,1.0770140327158124
2020-04-29,1.0788727487778718
2020-04-30,1.0760812060711575
2020-05-01,1.0747163634506187
2020-05-04,1.0688156858875835
2020-05-05,1.0717901683468727
2020-05-06,1.0723799869392716
2020-05-07,1.0673847158700975
2020-05-08,1.0669161233942428
2020-05-11,1.0590918033816004
2020-05-12,1.0541668739318808
2020-05-13,1.0489284641133347
2020-05-14,1.0450779579829073
2020-05-15,1.0461844160418765
2020-05-18,1.051511594168714
2020-05-19,1.0474901977000513
2020-05-20,1.0453184193817489
2020-05-21,1.0475919071869308
2020-05-22,1.046806203226282
2020-05-25,1.0474293345801877
2020-05-26,1.0490197353079938
2020-05-27,1.0435944718705645
2020-05-28,1.036022430865233
2020-05-29,1.0359595490747389
2020-06-01,1.030344893972472
2020-06-02,1.0316519436372389
2020-06-03,1.0315982184659125
2020-06-04,1.0335753187356105
2020-06-05,1.0261768995153193
2020-06-08,1.0348224690595302
2020-06-09,1.031150414518935
2020-06-10,1.0397006868542693
2020-06-11,1.0364795463392877
2020-06-12,1.0357135872266237
2020-06-15,1.0445644164535648
2020-06-16,1.0445242592053368
2020-06-17,1.0418365207471822
2020-06-18,1.0447463975885602
2020-06-19,1.0549056817484743
2020-06-22,1.0572690088513792
2020-06-23,1.0606029481905386
2020-06-24,1.057833477022256
2020-06-25,1.060858358720863
2020-06-26,1.0648322850315404
2020-06-29,1.0601918998338116
2020-06-30,1.0582425188658169
2020-07-01,1.0570579131308795
2020-07-02,1.0553505202288969
2020-07-03,1.0527278796150106
2020-07-06,1.0557606496822387
2020-07-07,1.0581419519215964
2020-07-08,1.0531600621528514
2020-07-09,1.0533440027454817
2020-07-10,1.0529966435831024
2020-07-13,1.05054720207178
2020-07-14,1.05075362753147
2020-07-15,1.0501191915048724
2020-07-16,1.0363738047725015
2020-07-17,1.0349923993716401
2020-07-20,1.0355349774387816
2020-07-21,1.0310488207807442
2020-07-22,1.0354419786161122
2020-07-23,1.0260706571092018
2020-07-24,1.0320150583127075
2020-07-27,1.0321221583433517
2020-07-28,1.0282022196855358
2020-07-29,1.0261185828752728
2020-07-30,1.0294140454661898
2020-07-31,1.0385020162347418
2020-08-03,1.0431147996359813
2020-08-04,1.0459729268102909
2020-08-05,1.0432171149371128
2020-08-06,1.0487527673421508
2020-08-07,1.0546430055143978
2020-08-10,1.0531720846353474
2020-08-11,1.0497532321063798
2020-08-12,1.0542486553881694
2020-08-13,1.05503078094909
2020-08-14,1.0521370153030694
2020-08-17,1.045528446551172
2020-08-18,1.0408243304726097
2020-08-19,1.0492245740663384
2020-08-20,1.0516814591082668
2020-08-21,1.0562913684819328
2020-08-24,1.0578204949935814
2020-08-25,1.063982746835004
2020-08-26,1.072120554378909
2020-08-27,1.0720404808363881
2020-08-28,1.0700539064680117
2020-08-31,1.079011136808453
2020-09-01,1.0843034943542118
2020-09-02,1.085973050450203
2020-09-03,1.0848722921202352
2020-09-04,1.0751999567482264
2020-09-07,1.077078922380641
2020-09-08,1.075749411425919
2020-09-09,1.0761472757778276
2020-09-10,1.069779133610976
2020-09-11,1.0711684531957928
2020-09-14,1.0733062954011503
2020-09-15,1.0725364546444884
2020-09-16,1.072563545728809
2020-09-17,1.0740852049813803
2020-09-18,1.0748966024092754
2020-09-21,1.0749678714285644
2020-09-22,1.075050301702028
2020-09-23,1.0731754225385026
2020-09-24,1.0700734895307555
2020-09-25,1.070362592249667
2020-09-28,1.0761316982146207
2020-09-29,1.0763983335330465
2020-09-30,1.0772982907080642
2020-10-01,1.0752150541966865
2020-10-02,1.0761098999998395
2020-10-05,1.0846196492051747
2020-10-06,1.0787551085078328
2020-10-07,1.0717620152818506
2020-10-08,1.0676160265422066
2020-10-09,1.0736619363498987
2020-10-12,1.0735478401801446
2020-10-13,1.0687746962727613
2020-10-14,1.0655909934549779
2020-10-15,1.0592427974245724
2020-10-16,1.055081035995573
2020-10-19,1.0591190657942602
2020-10-20,1.0638939861488566
2020-10-21,1.0562615232320103
2020-10-22,1.0578773582214307
2020-10-23,1.0565182359868137
2020-10-26,1.058408204193363
2020-10-27,1.0609470960401401
2020-10-28,1.0507089526558437
2020-10-29,1.0496558230303399
2020-10-30,1.0444099140460503
2020-11-02,1.0496861057959064
2020-11-03,1.0505250389859073
2020-11-04,1.0452668895205777
2020-11-05,1.0354227346256657
2020-11-06,1.0392482835334331
2020-11-09,1.0355609113642275
2020-11-10,1.0352988601405098
2020-11-11,1.0348910933871693
2020-11-12,1.0412510255441823
2020-11-13,1.0332855208588962
2020-11-16,1.0277848925083528
2020-11-17,1.0307287735783466
2020-11-18,1.0259707269345575
2020-11-19,1.0191773341204016
2020-11-20,1.0224085153949038
2020-11-23,1.016353353440547
2020-11-24,1.014153015420062
2020-11-25,1.020385125866169
2020-11-26,1.0251832411785544
2020-11-27,1.0230583195328624
2020-11-30,1.013829931695649
2020-12-01,1.0160173823226886
2020-12-02,1.0154121012611104
2020-12-03,1.018432986258766
2020-12-04,1.0228336569414795
2020-12-07,1.0182075220071618
2020-12-08,1.0178786040712728
2020-12-09,1.0206001653826058
2020-12-10,1.0207800673128267
2020-12-11,1.0168855082422363
2020-12-14,1.0189359703990766
2020-12-15,1.0186206221396088
2020-12-16,1.0186438296913713
2020-12-17,1.0149436937166965
2020-12-18,1.0136583795121892
2020-12-21,1.0148203440827332
2020-12-22,1.0106341795327536
2020-12-23,1.009117251568684
2020-12-24,1.014550175885897
2020-12-25,1.0108965287643386
2020-12-28,1.0096605383329638
2020-12-29,1.0150385294741338
2020-12-30,1.0235628511464885
2020-12-31,1.018630747429151
2021-01-01,1.0196697813974258
2021-01-04,1.0149748415742115
2021-01-05,1.0175726973319024
2021-01-06,1.0100673363709158
2021-01-07,1.00989124013562
2021-01-08,1.0118533290699145
2021-01-11,1.0174117749149567
2021-01-12,1.0249506367860157
2021-01-13,1.025450672839141
2021-01-14,1.0230336780084899
2021-01-15,1.025857140511903
2021-01-18,1.0276582364291134
2021-01-19,1.0310977395852647
2021-01-20,1.0301135699500883
2021-01-21,1.0281358461759176
2021-01-22,1.0242227164165287
2021-01-25,1.0256131448056078
2021-01-26,1.02590450505067
2021-01-27,1.0206222988800295
2021-01-28,1.015786912137546
2021-01-29,1.01593746136428
2021-02-01,1.0138850167453801
2021-02-02,1.0097989666365121
2021-02-03,1.0106914225076848
2021-02-04,1.009804952797904
2021-02-05,1.0048215583480957
2021-02-08,1.0021770416850129
2021-02-09,1.004285279040622
2021-02-10,1.0073160561490133
2021-02-11,1.0081826468692119
2021-02-12,1.0019822454404752
2021-02-15,1.0062975643616408
2021-02-16,1.0104929502095392
2021-02-17,1.0121602108637522
2021-02-18,1.0159577917212113
2021-02-19,1.0212966120849096
2021-02-22,1.0191126548508993
2021-02-23,1.0127306040508233
2021-02-24,1.0100745797565789
2021-02-25,1.0124737746214478
2021-02-26,1.0090736307890835
2021-03-01,1.0162631320889661
2021-03-02,1.0111659333727046
2021-03-03,1.0146208136161305
2021-03-04,1.013958953477419
2021-03-05,1.0134581151151973
2021-03-08,1.01390237419419
2021-03-09,1.0076996965263176
2021-03-10,0.9987674506315244
2021-03-11,0.9942399140581933
2021-03-12,0.9952646005317347
2021-03-15,1.0003965332036386
2021-03-16,1.0039218504989458
2021-03-17,1.005361563189584
2021-03-18,1.0090710422687326
2021-03-19,1.0055850824006736
2021-03-22,1.0041787528218244
2021-03-23,1.0096126673196795
2021-03-24,1.0048033330389001
2021-03-25,1.0010165086593696
2021-03-26,0.9925794904282181
2021-03-29,0.9874125958045568
2021-03-30,0.9976077357931187
2021-03-31,0.9968351601866591
2021-04-01,0.9897915771846946
2021-04-02,0.9936104440498852
2021-04-05,0.9909914347564173
2021-04-06,0.9895557143552876
2021-04-07,0.9939609282697476
2021-04-08,0.9950400198312245
2021-04-09,0.9985465297163713
2021-04-12,1.0001083808169324
2021-04-13,1.0010484833686955
2021-04-14,1.0020191707293902
2021-04-15,0.99945521210757
2021-04-16,1.0005999369003586
2021-04-19,0.9913470997234575
2021-04-20,0.992431307951779
2021-04-21,0.9963101093748647
2021-04-22,0.9960382893037815
2021-04-23,0.9949749050074824
2021-04-26,0.9954922130998565
2021-04-27,0.9927833468489873
2021-04-28,1.001920184663009
2021-04-29,1.004272479626043
2021-04-30,1.0074566915650889
2021-05-03,1.0116785879117351
2021-05-04,1.0125172477541955
2021-05-05,1.013662249729241
2021-05-06,1.0178415660707616
2021-05-07,1.0107279160258404
2021-05-10,1.0144539978277798
2021-05-11,1.011206436415123
2021-05-12,0.9998646783688078
2021-05-13,1.0088164521455016
2021-05-14,1.0135474070543922
2021-05-17,1.0118683905116834
2021-05-18,1.0063430129499633
2021-05-19,1.0057642418780983
2021-05-20,1.006000233274444
2021-05-21,1.014197895903636
2021-05-24,1.0179405766537721
2021-05-25,1.0240275706673176
2021-05-26,1.0199331704636059
2021-05-27,1.0184303784391606
2021-05-28,1.0125451494510378
2021-05-31,1.0093469171344305
2021-06-01,1.0134206448334315
2021-06-02,1.0156825248154695
2021-06-03,1.0293116705425287
2021-06-04,1.0215330219386602
2021-06-07,1.0262327675103162
2021-06-08,1.0225417165368405
2021-06-09,1.0250566939161896
2021-06-10,1.0272409753204261
2021-06-11,1.0294742767656435
2021-06-14,1.0284356881668362
2021-06-15,1.0225950130392285
2021-06-16,1.0196181624676743
2021-06-17,1.025385273330851
2021-06-18,1.0254543762743316
2021-06-21,1.0304054700142011
2021-06-22,1.0245784100981494
2021-06-23,1.0290572085051217
2021-06-24,1.0216384470744064
2021-06-25,1.0146980997511552
2021-06-28,1.0153168417585103
2021-06-29,1.0155329602550769
2021-06-30,1.0120915843724907
2021-07-01,1.013189928793232
2021-07-02,1.0072831431798723
2021-07-05,1.0182146126010894
2021-07-06,1.0188211869314197
2021-07-07,1.0167858236757836
2021-07-08,1.0218967469493339
2021-07-09,1.0218623264495073
2021-07-12,1.0134890621010588
2021-07-13,1.007531885527472
2021-07-14,1.0029850573946082
2021-07-15,0.9928489062766046
2021-07-16,0.9979445747465546
2021-07-19,1.0013689271144666
2021-07-20,0.9960269980581161
2021-07-21,0.9997127458178086
2021-07-22,1.007976694319657
2021-07-23,1.0086320336610373
2021-07-26,1.0044505382601072
2021-07-27,1.0053836815234714
2021-07-28,1.0026944172567631
2021-07-29,1.0084140863255617
2021-07-30,1.0151057500810285
2021-08-02,1.017881409163391
2021-08-03,1.027322508649532
2021-08-04,1.0374401578669916
2021-08-05,1.037179475754666
2021-08-06,1.0401152113529426
2021-08-09,1.0388314445395121
2021-08-10,1.0346965868198557
2021-08-11,1.0326812009646311
2021-08-12,1.0306399765828174
2021-08-13,1.0297099626777138
2021-08-16,1.03048773003768
2021-08-17,1.0224899854137754
2021-08-18,1.025459505542438
2021-08-19,1.0351594267437738
2021-08-20,1.035351472172628
2021-08-23,1.0303080943327114
2021-08-24,1.0225871990071156
2021-08-25,1.0268489582842135
2021-08-26,1.020024943793542
2021-08-27,1.0299363249116582
2021-08-30,1.0279869875878571
2021-08-31,1.0257642116931003
2021-09-01,1.021836268238027
2021-09-02,1.0217904715718924
2021-09-03,1.019331958438863
2021-09-06,1.0237856615997873
2021-09-07,1.0232867802828065
2021-09-08,1.0146780278590075
2021-09-09,1.0116635650504786
2021-09-10,1.014975567126024
2021-09-13,1.015555631694636
2021-09-14,1.021614848435376
2021-09-15,1.0241124595963378
2021-09-16,1.0278461918902302
2021-09-17,1.0245567162585034
2021-09-20,1.0176126234440837
2021-09-21,1.013201411072979
2021-09-22,1.0138686406708388
2021-09-23,1.0090072141714723
2021-09-24,1.0076535758507261
2021-09-27,1.0093086676480933
2021-09-28,1.0177865462592701
2021-09-29,1.0229953520906254
2021-09-30,1.0196557908242943
2021-10-01,1.0110140410829611
2021-10-04,1.0045514883698745
2021-10-05,0.9972700531451768
2021-10-06,1.0002655157147458
2021-10-07,1.0060421574820482
2021-10-08,0.9987955904183735
2021-10-11,1.0009363776292695
2021-10-12,0.9997139581175207
2021-10-13,0.9980048188842331
2021-10-14,1.000554929877207
2021-10-15,0.9994066214278448
2021-10-18,0.9936557085252344
2021-10-19,1.001160320615693
2021-10-20,0.9976330022308031
2021-10-21,0.9933973739133862
2021-10-22,0.9921456762525677
2021-10-25,0.9954309620580541
2021-10-26,1.0008139301577144
2021-10-27,0.9982978298125942
2021-10-28,1.0088001604769
2021-10-29,1.0045210249698835
2021-11-01,1.0004407800837702
2021-11-02,0.9936357293025811
2021-11-03,0.9909109585604221
2021-11-04,0.9837173869710294
2021-11-05,0.9761649501440688
2021-11-08,0.9754466707344168
2021-11-09,0.9778999640057464
2021-11-10,0.9709957554300805
2021-11-11,0.9778092617966873
2021-11-12,0.978005662271021
2021-11-15,0.9764057424756742
2021-11-16,0.9713703969034811
2021-11-17,0.9695585005951391
2021-11-18,0.9773322087961801
2021-11-19,0.979541422594614
2021-11-22,0.98617237414932
2021-11-23,0.9893610297120414
2021-11-24,0.9948019247173726
2021-11-25,0.9886880371798805
2021-11-26,0.9908723843285653
2021-11-29,0.9935277045649391
2021-11-30,0.9973140751050964
2021-12-01,0.9925901382911841
2021-12-02,0.9940777259365257
2021-12-03,0.9906084312093572
2021-12-06,0.9941184280065408
2021-12-07,0.9964859272953077
2021-12-08,0.9939651922255535
2021-12-09,0.9921891716495078
2021-12-10,0.9879547859568468
2021-12-13,0.9942448095452925
2021-12-14,0.9890798628741775
2021-12-15,0.9888349136940503
2021-12-16,0.9894408127533089
2021-12-17,0.9842586760872681
2021-12-20,0.9842735475683089
2021-12-21,0.9898101880451805
2021-12-22,0.9952272438519013
2021-12-23,1.0009569986681839
2021-12-24,1.0068737606234972
2021-12-27,1.0057259192806878
2021-12-28,1.0041693923590762
2021-12-29,1.0006078881004659
2021-12-30,1.0012385636380667
2021-12-31,1.0094696087555601
2022-01-03,1.012595282499648
2022-01-04,1.0111528328144874
2022-01-05,1.0056900087325653
2022-01-06,1.0058227072344081
2022-01-07,1.0015490476646083
2022-01-10,1.0053569957834858
2022-01-11,1.0130032360605477
2022-01-12,1.0165974730996625
2022-01-13,1.0230537965911615
2022-01-14,1.0240088401071499
2022-01-17,1.0188602942597516
2022-01-18,1.0182089611122418
2022-01-19,1.0204166159422692
2022-01-20,1.0175997859646784
2022-01-21,1.0211317198151708
2022-01-24,1.0160162846395262
2022-01-25,1.015706033788239
2022-01-26,1.011572169391397
2022-01-27,1.00950675050104
2022-01-28,1.0012101220587468
2022-01-31,1.0044171795332197
2022-02-01,1.0053443383185472
2022-02-02,0.9977107055456497
2022-02-03,1.0007575702479836
2022-02-04,1.0057765137949055
2022-02-07,1.0081679438937592
2022-02-08,1.0165367704880919
2022-02-09,1.0166325561219474
2022-02-10,1.0151240924999114
2022-02-11,1.0198469111104702
2022-02-14,1.0209977474354242
2022-02-15,1.0236420287159238
2022-02-16,1.0252386069727795
2022-02-17,1.0271026696773495
2022-02-18,1.0313454215683093
2022-02-21,1.0439782008598735
2022-02-22,1.046168869769722
2022-02-23,1.0629308318753061
2022-02-24,1.0610275604609154
2022-02-25,1.0607590416177706
2022-02-28,1.0689166281857765
2022-03-01,1.0651864929302002
2022-03-02,1.0811520339757994
2022-03-03,1.0842986715057354
2022-03-04,1.0913025835807135
2022-03-07,1.0951726459328603
2022-03-08,1.0952230433741859
2022-03-09,1.0980187449503502
2022-03-10,1.1106512503574435
2022-03-11,1.1115531409295722
2022-03-14,1.1134711828854862
2022-03-15,1.112630386128751
2022-03-16,1.116033966579554
2022-03-17,1.1139067054468637
2022-03-18,1.11457541564022
2022-03-21,1.1196713552928357
2022-03-22,1.1243706462770409
2022-03-23,1.128762007592525
2022-03-24,1.1252005759947228
2022-03-25,1.1309164697799958
2022-03-28,1.1321926891334628
2022-03-29,1.1340611083878935
2022-03-30,1.1310757836633147
2022-03-31,1.1302315654038844
2022-04-01,1.1250673822157098
2022-04-04,1.119129275688743
2022-04-05,1.119313672661316
2022-04-06,1.120733166927693
2022-04-07,1.1239892939645846
2022-04-08,1.1212397175087523
2022-04-11,1.1178627104771723
2022-04-12,1.1208562080605733
2022-04-13,1.1187103844198147
2022-04-14,1.1273359304266832
2022-04-15,1.1279370328872362
2022-04-18,1.117960896860012
2022-04-19,1.118384078111623
2022-04-20,1.1251040844724725
2022-04-21,1.1220933735067877
2022-04-22,1.1199935142863422
2022-04-25,1.1117230969060254
2022-04-26,1.1054100728059433
2022-04-27,1.0999620432747204
2022-04-28,1.1027940968119576
2022-04-29,1.1053956241759775
2022-05-02,1.1008169337111893
2022-05-03,1.0994766018823499
2022-05-04,1.0973824607496294
2022-05-05,1.1016494375378987
2022-05-06,1.0999881489814514
2022-05-09,1.0996632350563447
2022-05-10,1.1017413723347433
2022-05-11,1.1014107218834783
2022-05-12,1.0968980184555943
2022-05-13,1.0934577217453194
2022-05-16,1.0952408540663252
2022-05-17,1.0978420443557695
2022-05-18,1.094061236346802
2022-05-19,1.089851842340404
2022-05-20,1.089497093615395
2022-05-23,1.0860053518023027
2022-05-24,1.0909344645360866
2022-05-25,1.0986029794040235
2022-05-26,1.097263713355941
2022-05-27,1.0912874972513265
2022-05-30,1.0904900113689038
2022-05-31,1.0858661902885254
2022-06-01,1.0922625511958526
2022-06-02,1.0918571925350948
2022-06-03,1.0898397638173136
2022-06-06,1.0890698899253828
2022-06-07,1.0850480895566965
2022-06-08,1.086641975175674
2022-06-09,1.0891151961745087
2022-06-10,1.0975315417906664
2022-06-13,1.097181940731845
2022-06-14,1.0995942859199925
2022-06-15,1.0992130041815311
2022-06-16,1.084414479304439
2022-06-17,1.0831502068680914
2022-06-20,1.0901474032202922
2022-06-21,1.0887561767772027
2022-06-22,1.0882095213701208
2022-06-23,1.0799168475112337
2022-06-24,1.089732121193827
2022-06-27,1.0898483263752439
2022-06-28,1.0833540611779964
2022-06-29,1.0755587768581618
2022-06-30,1.0815858758962007
